X,Y,month,day,FFMC,DMC,DC,ISI,N temp,N RH,N wind,N rain,N area,temp,RH,wind,rain,area
6,5,apr,mon,87.9,24.9,41.6,3.7,0.350482315,0.752941176,0.344444444,0,0.003071028,10.9,64,3.1,0,3.35
1,2,jul,fri,90.7,80.9,368.3,16.8,0.475884244,0.917647059,0.888888889,0,0,14.8,78,8,0,0
2,5,sep,fri,90.3,290,855.3,7.4,0.520900322,0.682352941,0.4,0,0.009130578,16.2,58,3.6,0,9.96
5,5,aug,sun,94,47.9,100.7,10.7,0.556270096,0.941176471,0.5,0,0,17.3,80,4.5,0,0
6,5,aug,sun,92,203.2,664.5,8.1,0.61414791,0.823529412,0.244444444,0,0,19.1,70,2.2,0,0
3,4,mar,wed,93.4,17.3,28.3,9.9,0.286173633,0.411764706,0.888888889,0,0,8.9,35,8,0,0
7,4,sep,wed,89.7,284.9,844,10.1,0.337620579,0.905882353,0.444444444,0,0,10.5,77,4,0,0
7,4,aug,sun,91.6,181.3,613,7.6,0.620578778,0.717647059,0.544444444,0,0,19.3,61,4.9,0,0
4,5,aug,wed,95.2,217.7,690,18,0.752411576,0.576470588,0.6,0,0.00589454,23.4,49,5.4,0,6.43
1,4,aug,fri,90.5,196.8,649.9,16.3,0.379421222,1.035294118,0.544444444,0,0.008901397,11.8,88,4.9,0,9.71
7,4,aug,mon,91.5,238.2,730.6,7.5,0.569131833,0.764705882,0.444444444,0,0,17.7,65,4,0,0
4,5,aug,thu,89.4,266.2,803.3,5.6,0.559485531,0.635294118,0.344444444,0,0,17.4,54,3.1,0,0
3,4,aug,thu,91.6,248.4,753.8,6.3,0.540192926,0.658823529,0.344444444,0,0,16.8,56,3.1,0,0
3,4,jul,mon,94.6,160,567.2,16.7,0.575562701,0.564705882,0.3,0,0,17.9,48,2.7,0,0
2,4,aug,thu,91.6,248.4,753.8,6.3,0.533762058,0.694117647,0.3,0,0,16.6,59,2.7,0,0
1,4,aug,wed,91.7,191.4,635.9,7.8,0.639871383,0.588235294,0.444444444,0,0.075858971,19.9,50,4,0,82.75
8,6,aug,sat,93.7,231.1,715.1,8.4,0.607717042,0.752941176,0.544444444,0,0.003043526,18.9,64,4.9,0,3.32
7,4,aug,sat,91.6,273.8,819.1,7.7,0.498392283,0.847058824,0.888888889,0,0.001778446,15.5,72,8,0,1.94
2,5,aug,sat,93.7,231.1,715.1,8.4,0.607717042,0.752941176,0.544444444,0,0,18.9,64,4.9,0,0
8,6,aug,sat,93.7,231.1,715.1,8.4,0.607717042,0.752941176,0.544444444,0,0,18.9,64,4.9,0,0
1,4,sep,sun,91,276.3,825.1,7.1,0.466237942,0.894117647,0.844444444,0,0.003401049,14.5,76,7.6,0,3.71
6,5,feb,tue,75.1,4.4,16.2,1.9,0.147909968,0.964705882,0.7,0,0.004941146,4.6,82,6.3,0,5.39
6,4,feb,tue,75.1,4.4,16.2,1.9,0.163987138,0.905882353,0.6,0,0.001961791,5.1,77,5.4,0,2.14
2,2,feb,sat,79.5,3.6,15.3,1.8,0.147909968,0.694117647,0.1,0,0.006270397,4.6,59,0.9,0,6.84
6,5,mar,mon,87.2,15.1,36.9,7.1,0.327974277,0.529411765,0.644444444,0,0.002915185,10.2,45,5.8,0,3.18
3,4,mar,wed,90.2,18.5,41.1,7.3,0.360128617,0.482352941,0.6,0,0.005087822,11.2,41,5.4,0,5.55
6,5,mar,thu,91.3,20.6,43.5,8.5,0.427652733,0.317647059,0.4,0,0.00605955,13.3,27,3.6,0,6.61
6,3,apr,sun,91,14.6,25.6,12.3,0.440514469,0.388235294,1.044444444,0,0.056039382,13.7,33,9.4,0,61.13
5,4,apr,sun,91,14.6,25.6,12.3,0.565916399,0.317647059,0.644444444,0,0,17.6,27,5.8,0,0
4,3,may,fri,89.6,25.4,73.7,5.7,0.578778135,0.470588235,0.444444444,0,0.035275567,18,40,4,0,38.48
8,3,jun,mon,88.2,96.2,229,4.7,0.459807074,0.929411765,0.444444444,0,0.001778446,14.3,79,4,0,1.94
9,4,jun,sat,90.5,61.1,252.6,9.4,0.78778135,0.588235294,0.344444444,0,0.064464083,24.5,50,3.1,0,70.32
4,3,jun,thu,93,103.8,316.7,10.8,0.848874598,0.411764706,0.3,0,0.009240585,26.4,35,2.7,0,10.08
2,5,jun,thu,93.7,121.7,350.2,18,0.729903537,0.470588235,1.044444444,0,0.002924352,22.7,40,9.4,0,3.19
4,3,jul,thu,93.5,85.3,395,9.9,0.874598071,0.329411765,0.144444444,0,0.001613436,27.2,28,1.3,0,1.76
4,3,jul,sun,93.7,101.3,423.4,14.7,0.839228296,0.529411765,0.444444444,0,0.006747094,26.1,45,4,0,7.36
7,4,jul,sun,93.7,101.3,423.4,14.7,0.585209003,0.964705882,0.5,0,0.002025962,18.2,82,4.5,0,2.21
7,4,jul,mon,89.2,103.9,431.6,6.4,0.726688103,0.670588235,0.544444444,0,0.255335338,22.6,57,4.9,0,278.53
9,9,jul,thu,93.2,114.4,560,9.5,0.971061093,0.294117647,0.5,0,0.002520993,30.2,25,4.5,0,2.75
4,3,jul,thu,93.2,114.4,560,9.5,0.971061093,0.258823529,0.544444444,0,0,30.2,22,4.9,0,0
3,4,aug,sun,94.9,130.3,587.1,14.1,0.752411576,0.470588235,0.644444444,0,0.001182575,23.4,40,5.8,0,1.29
8,6,aug,sun,94.9,130.3,587.1,14.1,0.996784566,0.317647059,0.6,0,0,31,27,5.4,0,0
2,5,aug,sun,94.9,130.3,587.1,14.1,1.064308682,0.294117647,0.444444444,0,0.024229035,33.1,25,4,0,26.43
2,4,aug,mon,95,135.5,596.3,21.3,0.98392283,0.329411765,0.4,0,0.00189762,30.6,28,3.6,0,2.07
5,4,aug,tue,95.1,141.3,605.8,17.7,0.774919614,0.505882353,0.7,0,0.001833449,24.1,43,6.3,0,2
5,4,aug,tue,95.1,141.3,605.8,17.7,0.848874598,0.4,0.4,0,0.015034286,26.4,34,3.6,0,16.4
4,4,aug,tue,95.1,141.3,605.8,17.7,0.623794212,0.835294118,0.844444444,0,0.042811045,19.4,71,7.6,0,46.7
4,4,aug,wed,95.1,141.3,605.8,17.7,0.662379421,0.682352941,0.144444444,0,0,20.6,58,1.3,0,0
4,4,aug,wed,95.1,141.3,605.8,17.7,0.922829582,0.388235294,0.444444444,0,0,28.7,33,4,0,0
4,4,aug,thu,95.8,152,624.1,13.8,1.041800643,0.247058824,0.5,0,0,32.4,21,4.5,0,0
1,3,aug,fri,95.9,158,633.6,11.3,1.041800643,0.317647059,0.244444444,0,0,32.4,27,2.2,0,0
1,3,aug,fri,95.9,158,633.6,11.3,0.884244373,0.341176471,0.5,0,0.039712515,27.5,29,4.5,0,43.32
6,6,aug,sat,96,164,643,14,0.990353698,0.352941176,0.544444444,0,0.007874665,30.8,30,4.9,0,8.59
6,6,aug,mon,96.2,175.5,661.8,16.8,0.768488746,0.494117647,0.244444444,0,0,23.9,42,2.2,0,0
4,5,aug,mon,96.2,175.5,661.8,16.8,1.048231511,0.305882353,0.344444444,0,0.002539327,32.6,26,3.1,0,2.77
3,4,aug,tue,96.1,181.1,671.2,14.3,1.038585209,0.317647059,0.244444444,0,0.013457519,32.3,27,2.2,0,14.68
6,5,aug,tue,96.1,181.1,671.2,14.3,1.07073955,0.305882353,0.3,0,0.03716402,33.3,26,2.7,0,40.54
7,5,aug,tue,96.1,181.1,671.2,14.3,0.877813505,0.741176471,0.544444444,1,0.009918962,27.3,63,4.9,6.4,10.82
8,6,aug,tue,96.1,181.1,671.2,14.3,0.694533762,0.764705882,0.544444444,0.125,0,21.6,65,4.9,0.8,0
7,5,aug,tue,96.1,181.1,671.2,14.3,0.694533762,0.764705882,0.544444444,0.125,0,21.6,65,4.9,0.8,0
4,4,aug,tue,96.1,181.1,671.2,14.3,0.665594855,0.811764706,0.544444444,0.0625,0,20.7,69,4.9,0.4,0
2,4,aug,wed,94.5,139.4,689.1,20,0.938906752,0.352941176,0.544444444,0,0.001787613,29.2,30,4.9,0,1.95
4,3,aug,wed,94.5,139.4,689.1,20,0.92926045,0.341176471,0.544444444,0,0.045460379,28.9,29,4.9,0,49.59
1,2,aug,thu,91,163.2,744.4,10.1,0.8585209,0.411764706,0.2,0,0.005317003,26.7,35,1.8,0,5.8
1,2,aug,fri,91,166.9,752.6,7.1,0.594855305,0.858823529,0.944444444,0,0,18.5,73,8.5,0,0
2,4,aug,fri,91,166.9,752.6,7.1,0.832797428,0.482352941,0.4,0,0,25.9,41,3.6,0,0
1,2,aug,fri,91,166.9,752.6,7.1,0.832797428,0.482352941,0.4,0,0,25.9,41,3.6,0,0
5,4,aug,fri,91,166.9,752.6,7.1,0.678456592,0.835294118,0.844444444,0.21875,0.001989293,21.1,71,7.6,1.4,2.17
6,5,aug,fri,91,166.9,752.6,7.1,0.585209003,0.729411765,0.6,0,0.000394192,18.2,62,5.4,0,0.43
8,6,aug,sun,81.6,56.7,665.6,1.9,0.893890675,0.411764706,0.3,0,0,27.8,35,2.7,0,0
4,3,aug,sun,81.6,56.7,665.6,1.9,0.893890675,0.376470588,0.3,0,0.005903707,27.8,32,2.7,0,6.44
2,4,aug,sun,81.6,56.7,665.6,1.9,0.704180064,0.835294118,0.644444444,0,0.049768985,21.9,71,5.8,0,54.29
7,4,aug,sun,81.6,56.7,665.6,1.9,0.681672026,0.823529412,0.744444444,0,0.010230648,21.2,70,6.7,0,11.16
1,4,aug,sat,94.4,146,614.7,11.3,0.823151125,0.494117647,0.444444444,0,0,25.6,42,4,0,0
6,3,nov,tue,79.5,3,106.7,1.1,0.379421222,0.364705882,0.5,0,0,11.8,31,4.5,0,0
